,PLAYER_NAME,TEAM_ABBREVIATION,GP,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE,POSS,FGM_PG,FGA_PG,FG_PCT,season
9859,Hilton Armstrong,ATL,53,0.283,9.2,93.1,101.5,-8.4,0.046,0.5,10.5,0.085,0.188,0.135,21.1,0.5,0.508,0.107,97.22,0.055,981,0.7,1.4,0.487,2011
9860,Ian Mahinmi,DAL,56,0.696,8.7,108.7,100.0,8.7,0.025,0.32,4.7,0.099,0.152,0.127,14.6,0.561,0.645,0.151,94.55,0.069,953,1.0,1.8,0.561,2011
9861,Ike Diogu,LAC,36,0.444,13.0,99.5,105.3,-5.8,0.008,0.09,1.0,0.082,0.164,0.121,11.1,0.561,0.59,0.179,94.39,0.091,917,2.3,4.1,0.561,2011
9862,Ime Udoka,SAS,20,0.8,6.5,96.6,103.9,-7.3,0.153,2.6,30.2,0.04,0.105,0.073,11.6,0.238,0.285,0.103,95.63,0.03,261,0.3,1.1,0.238,2011
9863,Ish Smith,MEM,43,0.488,10.3,101.2,107.0,-5.8,0.268,2.32,33.2,0.016,0.09,0.053,14.3,0.387,0.406,0.155,97.76,0.06,901,1.0,2.7,0.374,2011
9864,J.J. Barea,DAL,81,0.691,20.6,106.7,102.1,4.6,0.314,2.33,27.2,0.019,0.078,0.05,11.7,0.49,0.535,0.234,92.57,0.111,3222,3.5,8.0,0.439,2011
9865,JJ Hickson,CLE,80,0.238,28.2,99.1,111.1,-12.0,0.075,0.53,6.7,0.094,0.218,0.155,12.7,0.458,0.503,0.249,94.93,0.106,4464,5.4,11.7,0.458,2011
9866,JJ Redick,ORL,59,0.627,25.6,105.4,102.4,3.0,0.11,1.92,15.9,0.004,0.07,0.038,8.2,0.538,0.589,0.159,94.85,0.092,2995,3.3,7.6,0.441,2011
9867,JR Smith,DEN,79,0.62,24.9,112.4,105.9,6.5,0.141,1.75,15.2,0.024,0.142,0.084,8.7,0.514,0.55,0.216,97.7,0.108,4000,4.3,9.9,0.435,2011
9868,JaVale McGee,WAS,79,0.291,27.8,103.2,107.8,-4.5,0.027,0.37,4.5,0.103,0.189,0.146,12.1,0.55,0.566,0.162,94.98,0.104,4323,4.2,7.6,0.55,2011
9869,Jamaal Magloire,MIA,18,0.778,8.8,99.7,94.7,4.9,0.031,0.6,7.9,0.115,0.286,0.202,13.2,0.591,0.585,0.101,91.98,0.1,301,0.7,1.2,0.591,2011
9870,Jamal Crawford,ATL,76,0.526,30.2,106.5,106.5,0.0,0.178,1.66,17.8,0.01,0.05,0.03,10.7,0.489,0.545,0.224,92.13,0.092,4410,4.8,11.5,0.421,2011
9871,Jamario Moon,LAC,59,0.339,17.7,99.4,106.3,-6.9,0.074,2.36,15.8,0.022,0.136,0.079,6.7,0.484,0.499,0.118,96.16,0.074,2085,1.7,4.2,0.407,2011
9872,Jameer Nelson,ORL,76,0.645,30.5,109.5,102.5,7.0,0.324,2.35,29.3,0.017,0.082,0.05,12.5,0.517,0.548,0.217,91.95,0.111,4442,4.9,11.0,0.446,2011
9873,James Anderson,SAS,26,0.654,11.0,99.5,107.0,-7.5,0.103,1.38,15.0,0.007,0.079,0.043,10.8,0.494,0.529,0.16,95.08,0.051,564,1.2,3.1,0.383,2011
9874,James Harden,OKC,82,0.671,26.7,109.2,104.3,4.9,0.136,1.66,15.8,0.02,0.096,0.06,9.5,0.518,0.598,0.193,94.22,0.108,4295,3.6,8.3,0.436,2011
9875,James Johnson,TOR,38,0.395,21.6,105.1,108.2,-3.1,0.161,1.39,21.1,0.049,0.132,0.091,15.2,0.473,0.505,0.18,94.73,0.079,1612,2.8,6.2,0.456,2011
9876,James Jones,MIA,81,0.704,19.1,107.2,100.4,6.8,0.043,2.05,9.9,0.016,0.088,0.054,4.8,0.6,0.629,0.115,93.67,0.07,3040,1.8,4.3,0.422,2011
9877,James Posey,IND,49,0.388,17.1,96.4,97.7,-1.4,0.068,1.42,11.1,0.011,0.167,0.085,7.9,0.475,0.485,0.143,96.28,0.063,1681,1.7,4.9,0.336,2011
9878,Jared Dudley,PHX,82,0.488,26.1,106.0,106.6,-0.5,0.078,1.4,11.8,0.054,0.098,0.076,8.4,0.56,0.598,0.167,95.7,0.097,4262,3.7,7.7,0.477,2011
9879,Jared Jeffries,NYK,42,0.476,14.3,116.9,105.6,11.4,0.079,1.71,23.2,0.107,0.095,0.101,13.5,0.36,0.375,0.088,94.95,0.03,1175,0.7,2.0,0.349,2011
9880,Jarrett Jack,NOH,83,0.47,20.8,101.6,106.3,-4.7,0.251,2.2,22.5,0.012,0.096,0.053,10.2,0.434,0.503,0.224,90.61,0.109,3239,3.1,7.7,0.408,2011
9881,Jarron Collins,POR,28,0.393,6.5,92.7,91.9,0.9,0.018,0.29,5.7,0.073,0.058,0.066,20.0,0.286,0.374,0.077,98.06,-0.022,372,0.2,0.8,0.286,2011
9882,Jason Collins,ATL,49,0.551,12.1,103.3,95.0,8.4,0.051,0.85,16.1,0.058,0.125,0.093,19.0,0.486,0.539,0.094,89.8,0.024,1107,0.7,1.4,0.479,2011
9883,Jason Kapono,PHI,24,0.375,4.6,107.1,98.7,8.5,0.043,2.0,11.8,0.024,0.065,0.044,5.9,0.268,0.277,0.109,99.21,0.011,238,0.3,1.2,0.25,2011
9884,Jason Kidd,DAL,80,0.7,33.2,107.3,104.6,2.7,0.357,3.66,44.8,0.014,0.122,0.07,12.2,0.472,0.5,0.14,93.27,0.113,5171,2.7,7.5,0.361,2011
9885,Jason Maxiell,DET,57,0.298,16.3,104.4,111.3,-6.8,0.028,0.39,5.7,0.077,0.126,0.102,14.9,0.492,0.51,0.14,91.24,0.047,1762,1.6,3.3,0.492,2011
9886,Jason Richardson,ORL,80,0.588,33.9,110.4,105.5,4.9,0.087,1.55,10.7,0.026,0.098,0.063,6.9,0.536,0.555,0.202,94.18,0.096,5328,5.9,13.2,0.447,2011
9887,Jason Smith,NOH,77,0.571,14.3,99.9,98.5,1.3,0.055,0.68,8.4,0.085,0.141,0.113,12.4,0.443,0.49,0.163,92.88,0.067,2114,1.8,4.0,0.443,2011
9888,Jason Terry,DAL,82,0.695,31.3,109.7,103.7,5.9,0.223,2.0,19.8,0.01,0.051,0.031,9.9,0.509,0.545,0.24,93.03,0.105,4987,6.0,13.3,0.451,2011
9889,Jason Thompson,SAC,75,0.32,23.3,103.3,106.6,-3.3,0.078,0.89,10.9,0.082,0.183,0.131,12.2,0.507,0.533,0.178,96.46,0.089,3501,3.6,7.1,0.507,2011
9890,Jason Williams,MEM,27,0.704,10.9,103.5,98.3,5.2,0.244,2.89,38.0,0.01,0.091,0.051,13.1,0.403,0.403,0.125,95.8,0.081,595,0.8,2.5,0.328,2011
9891,Jawad Williams,CLE,26,0.231,15.0,99.6,111.0,-11.4,0.093,1.38,13.0,0.017,0.118,0.063,9.5,0.377,0.396,0.164,94.87,0.033,775,1.6,4.8,0.325,2011
9892,Jeff Adrien,GSW,23,0.304,8.5,108.0,106.4,1.6,0.075,1.11,12.3,0.117,0.187,0.151,11.1,0.426,0.457,0.159,95.42,0.064,388,1.0,2.3,0.426,2011
9893,Jeff Foster,IND,56,0.446,16.8,104.7,100.4,4.3,0.073,1.77,17.6,0.154,0.198,0.175,10.0,0.479,0.497,0.098,95.45,0.098,1854,1.4,3.0,0.479,2011
9894,Jeff Green,BOS,75,0.6,32.4,106.6,106.0,0.6,0.075,1.09,9.5,0.033,0.121,0.078,8.7,0.488,0.538,0.193,93.42,0.084,4710,4.9,10.9,0.449,2011
9895,Jeff Teague,ATL,70,0.514,13.8,100.2,103.6,-3.4,0.236,2.16,25.1,0.012,0.097,0.056,11.6,0.467,0.521,0.193,95.2,0.099,1909,1.9,4.3,0.438,2011
9896,Jeremy Evans,UTA,49,0.449,9.4,102.5,104.4,-1.9,0.09,1.26,13.7,0.082,0.142,0.112,10.9,0.661,0.678,0.144,94.46,0.128,912,1.6,2.3,0.661,2011
9897,Jeremy Lin,GSW,29,0.345,9.8,105.7,103.2,2.5,0.207,2.33,29.6,0.039,0.082,0.059,12.7,0.396,0.458,0.151,94.98,0.088,560,1.0,2.5,0.389,2011
9898,Jermaine O'Neal,BOS,24,0.542,18.0,98.7,96.9,1.7,0.046,0.44,7.2,0.068,0.141,0.109,16.2,0.459,0.504,0.171,91.11,0.052,819,2.1,4.5,0.459,2011
9899,Jermaine Taylor,SAC,34,0.235,14.2,102.1,111.9,-9.8,0.105,0.7,11.1,0.053,0.08,0.066,16.0,0.515,0.535,0.22,100.28,0.069,1007,2.8,5.8,0.48,2011
9900,Jerry Stackhouse,MIA,7,0.714,7.1,93.9,101.1,-7.2,0.1,1.5,15.0,0.019,0.13,0.07,10.0,0.292,0.398,0.155,93.12,0.042,98,0.4,1.7,0.25,2011
9901,Jerryd Bayless,TOR,71,0.352,21.1,100.9,110.2,-9.3,0.294,2.09,26.7,0.018,0.095,0.056,12.8,0.469,0.536,0.217,93.7,0.1,2911,3.1,7.3,0.422,2011
9902,Joakim Noah,CHI,48,0.75,32.8,106.9,101.1,5.7,0.105,1.19,15.6,0.12,0.2,0.161,13.2,0.525,0.579,0.163,92.81,0.128,3048,4.4,8.4,0.525,2011
9903,Jodie Meeks,PHI,74,0.541,27.9,105.4,103.4,2.0,0.056,1.3,10.1,0.011,0.076,0.043,7.8,0.546,0.6,0.152,94.55,0.077,4066,3.3,7.7,0.425,2011
9904,Joe Johnson,ATL,72,0.528,35.5,107.0,105.5,1.6,0.23,2.32,19.4,0.025,0.097,0.062,8.4,0.481,0.517,0.261,89.85,0.112,4787,7.1,16.1,0.443,2011
9905,Joe Smith,LAL,16,0.875,4.3,87.0,93.8,-6.8,0.093,0.8,15.4,0.043,0.217,0.138,19.2,0.188,0.237,0.133,100.71,0.013,146,0.2,1.0,0.188,2011
9906,Joel Anthony,MIA,75,0.733,19.5,106.2,101.4,4.8,0.024,0.67,12.5,0.079,0.104,0.093,18.8,0.535,0.583,0.054,91.49,0.033,2783,0.7,1.3,0.535,2011
9907,Joel Przybilla,CHA,36,0.5,14.4,99.5,105.6,-6.1,0.038,0.45,13.3,0.076,0.223,0.149,29.6,0.568,0.573,0.077,89.95,0.049,967,0.7,1.2,0.568,2011
9908,Joey Dorsey,TOR,43,0.256,12.1,100.5,101.2,-0.7,0.078,0.69,13.8,0.145,0.231,0.186,19.9,0.525,0.529,0.141,92.79,0.091,1006,1.2,2.3,0.525,2011
9909,Joey Graham,CLE,39,0.231,15.0,97.8,105.0,-7.2,0.054,0.64,7.5,0.014,0.133,0.074,11.7,0.483,0.518,0.172,93.87,0.057,1149,2.1,4.6,0.458,2011
9910,Johan Petro,NJN,77,0.286,11.6,94.5,101.4,-6.9,0.088,0.96,11.2,0.071,0.175,0.122,11.7,0.445,0.452,0.18,92.87,0.058,1710,1.7,3.8,0.445,2011
9911,John Lucas III,CHI,2,0.5,5.1,89.5,105.3,-15.8,0.167,0.0,20.0,0.0,0.0,0.0,0.0,0.333,0.258,0.19,90.24,-0.053,19,0.5,1.5,0.333,2011
9912,John Salmons,MIL,73,0.411,35.0,99.0,100.1,-1.1,0.179,1.84,18.0,0.011,0.1,0.054,9.8,0.462,0.51,0.207,91.01,0.097,4840,5.1,12.3,0.415,2011
9913,John Wall,WAS,69,0.275,37.8,100.2,109.0,-8.8,0.357,2.2,29.0,0.013,0.112,0.06,13.2,0.427,0.494,0.233,96.19,0.117,5233,5.8,14.1,0.409,2011
9914,Jon Brockman,MIL,63,0.444,10.8,101.5,97.9,3.6,0.041,0.75,11.0,0.109,0.179,0.142,14.7,0.511,0.567,0.095,93.88,0.056,1320,0.8,1.5,0.511,2011
9915,Jonny Flynn,MIN,53,0.189,18.5,100.3,109.4,-9.0,0.284,1.61,29.9,0.012,0.07,0.04,18.6,0.417,0.444,0.186,98.41,0.057,2017,2.0,5.6,0.365,2011
9916,Jordan Crawford,WAS,42,0.405,24.4,99.9,110.8,-10.9,0.197,1.41,16.0,0.028,0.074,0.05,11.3,0.417,0.456,0.258,95.75,0.078,2046,4.6,11.9,0.384,2011
9917,Jordan Farmar,NJN,73,0.315,24.6,99.7,106.5,-6.7,0.341,2.65,30.7,0.013,0.087,0.049,11.6,0.475,0.504,0.205,93.5,0.108,3528,3.5,8.9,0.392,2011
9918,Jordan Hill,HOU,72,0.528,15.6,103.4,110.4,-7.1,0.043,0.47,6.1,0.111,0.163,0.136,13.0,0.491,0.521,0.173,95.1,0.074,2230,2.4,4.9,0.491,2011
9919,Jose Calderon,TOR,68,0.265,30.9,105.8,110.2,-4.5,0.412,4.09,43.6,0.015,0.088,0.05,10.7,0.487,0.522,0.164,95.64,0.118,4197,3.9,8.8,0.44,2011
9920,Josh Childress,PHX,54,0.426,16.6,105.1,111.9,-6.8,0.072,0.95,12.9,0.08,0.102,0.091,13.5,0.568,0.567,0.139,95.11,0.081,1767,2.2,4.0,0.565,2011
9921,Josh Howard,WAS,18,0.167,22.7,97.9,106.9,-9.0,0.095,1.2,10.6,0.039,0.144,0.087,8.8,0.38,0.416,0.211,97.62,0.06,825,3.2,9.0,0.358,2011
9922,Josh McRoberts,IND,72,0.472,22.2,104.7,102.8,1.8,0.143,1.61,22.1,0.072,0.16,0.119,13.7,0.576,0.608,0.144,98.22,0.111,3266,2.9,5.4,0.547,2011
9923,Josh Powell,ATL,54,0.537,12.1,97.0,105.3,-8.3,0.059,0.42,7.2,0.082,0.141,0.112,17.4,0.452,0.492,0.195,94.8,0.053,1284,1.7,3.9,0.452,2011
9924,Josh Smith,ATL,77,0.558,34.3,105.3,103.4,1.9,0.168,1.29,15.7,0.055,0.208,0.133,12.1,0.502,0.54,0.245,90.66,0.135,4987,6.5,13.5,0.477,2011
9925,Jrue Holiday,PHI,82,0.5,35.4,106.8,103.9,2.9,0.282,2.44,29.0,0.025,0.095,0.06,11.9,0.487,0.525,0.204,93.49,0.105,5655,5.4,12.2,0.446,2011
9926,Julian Wright,TOR,52,0.173,14.7,102.6,102.6,0.0,0.11,1.35,20.6,0.066,0.093,0.08,15.3,0.519,0.525,0.128,95.19,0.079,1507,1.6,3.1,0.513,2011
9927,Juwan Howard,MIA,57,0.754,10.4,103.6,101.9,1.7,0.062,0.92,12.1,0.067,0.145,0.108,13.2,0.44,0.495,0.129,93.04,0.065,1147,1.0,2.2,0.44,2011
9928,Keith Bogans,CHI,82,0.756,17.8,107.4,101.6,5.8,0.098,2.46,21.7,0.014,0.093,0.054,8.8,0.55,0.559,0.114,91.28,0.058,2782,1.5,3.7,0.404,2011
9929,Kendrick Perkins,OKC,29,0.724,25.6,105.7,98.6,7.1,0.052,0.46,10.7,0.09,0.227,0.161,23.0,0.515,0.538,0.133,93.77,0.074,1446,2.3,4.5,0.515,2011
9930,Kenyon Martin,DEN,48,0.646,25.7,111.9,103.7,8.2,0.13,1.85,19.5,0.059,0.183,0.125,10.5,0.514,0.526,0.164,95.67,0.095,2460,3.9,7.5,0.511,2011
9931,Kevin Durant,OKC,78,0.667,38.9,110.8,106.8,4.1,0.127,0.98,9.5,0.02,0.154,0.089,9.7,0.509,0.589,0.296,95.02,0.159,6025,9.1,19.7,0.462,2011
9932,Kevin Garnett,BOS,71,0.69,31.3,109.2,96.4,12.9,0.127,1.49,14.2,0.044,0.249,0.155,9.5,0.529,0.575,0.219,92.45,0.168,4276,6.1,11.6,0.528,2011
9933,Kevin Love,MIN,73,0.233,35.8,104.2,109.5,-5.3,0.116,1.19,11.6,0.121,0.3,0.208,9.8,0.513,0.593,0.224,97.9,0.184,5330,6.6,14.1,0.47,2011
9934,Kevin Martin,HOU,80,0.525,32.5,111.6,108.2,3.4,0.128,1.08,10.3,0.011,0.09,0.05,9.6,0.506,0.601,0.289,96.83,0.13,5244,6.9,15.8,0.436,2011
9935,Kevin Seraphin,WAS,58,0.259,10.9,94.3,109.2,-14.9,0.025,0.24,4.7,0.11,0.12,0.115,19.6,0.449,0.479,0.132,98.17,0.024,1296,1.1,2.5,0.449,2011
9936,Keyon Dooling,MIL,80,0.438,22.0,101.3,98.4,2.9,0.226,2.67,27.3,0.007,0.062,0.035,10.2,0.475,0.509,0.171,91.36,0.086,3332,2.6,6.5,0.397,2011
9937,Kirk Hinrich,ATL,72,0.333,30.0,98.8,108.2,-9.4,0.221,2.38,26.8,0.01,0.08,0.044,11.2,0.506,0.543,0.167,92.58,0.086,4162,3.9,8.7,0.446,2011
9938,Kobe Bryant,LAL,82,0.695,33.9,111.5,104.2,7.3,0.258,1.6,15.5,0.031,0.121,0.077,9.7,0.487,0.548,0.343,92.36,0.156,5361,9.0,20.0,0.451,2011
9939,Kosta Koufos,DEN,50,0.34,8.7,102.3,107.5,-5.3,0.025,0.23,3.4,0.119,0.165,0.141,15.0,0.453,0.474,0.184,102.62,0.062,926,1.4,3.0,0.453,2011
9940,Kris Humphries,NJN,74,0.311,27.8,101.7,107.8,-6.1,0.069,0.82,9.8,0.111,0.279,0.194,12.0,0.527,0.555,0.17,91.95,0.138,3946,4.1,7.9,0.527,2011
9941,Kurt Thomas,CHI,52,0.75,22.7,105.9,98.3,7.6,0.074,1.43,19.8,0.067,0.199,0.134,13.9,0.513,0.527,0.095,91.36,0.073,2236,1.8,3.6,0.511,2011
9942,Kwame Brown,CHA,66,0.409,26.0,100.7,107.7,-7.0,0.041,0.62,7.3,0.09,0.197,0.142,11.7,0.517,0.55,0.15,89.96,0.083,3209,2.9,5.7,0.517,2011
9943,Kyle Korver,CHI,82,0.756,20.1,107.3,99.3,8.0,0.121,2.07,16.1,0.008,0.084,0.047,7.8,0.542,0.572,0.176,91.93,0.089,3184,3.0,6.8,0.434,2011
9944,Kyle Lowry,HOU,75,0.533,34.2,111.4,105.6,5.8,0.289,3.16,31.7,0.035,0.088,0.061,10.0,0.506,0.55,0.184,95.99,0.107,5132,4.6,10.8,0.426,2011
9945,Kyle Weaver,UTA,5,0.2,13.9,85.7,84.4,1.3,0.212,1.0,16.3,0.026,0.116,0.069,16.3,0.42,0.491,0.232,92.76,0.116,133,1.8,5.0,0.36,2011
9946,Kyrylo Fesenko,UTA,53,0.547,8.6,100.0,95.4,4.6,0.063,0.72,10.9,0.077,0.173,0.125,15.2,0.44,0.441,0.142,94.28,0.024,894,0.8,1.9,0.44,2011
9947,LaMarcus Aldridge,POR,81,0.593,39.6,109.1,104.2,4.9,0.099,1.11,8.8,0.092,0.152,0.121,7.9,0.501,0.549,0.257,88.78,0.141,5938,8.7,17.5,0.5,2011
9948,Lamar Odom,LAL,82,0.695,32.2,109.8,102.8,7.0,0.154,1.79,18.0,0.069,0.198,0.135,10.1,0.568,0.589,0.194,92.15,0.143,5077,5.8,10.9,0.53,2011
9949,Lance Stephenson,IND,12,0.25,9.6,97.5,94.3,3.2,0.309,1.31,25.6,0.008,0.127,0.069,19.5,0.333,0.41,0.217,101.07,0.057,237,1.1,3.3,0.333,2011
9950,Landry Fields,NYK,82,0.512,31.0,110.4,108.7,1.6,0.087,1.45,16.7,0.043,0.165,0.105,11.5,0.568,0.598,0.134,97.53,0.098,5156,3.6,7.3,0.497,2011
9951,Larry Owens,WAS,12,0.583,11.9,97.6,93.1,4.5,0.089,1.6,16.3,0.007,0.101,0.053,10.2,0.563,0.556,0.123,96.85,0.073,288,1.3,2.7,0.469,2011
9952,Larry Sanders,MIL,60,0.467,14.5,92.4,100.6,-8.2,0.033,0.42,4.6,0.066,0.142,0.103,11.0,0.433,0.448,0.172,93.45,0.06,1695,1.9,4.5,0.433,2011
9953,Lazar Hayward,MIN,42,0.238,10.0,98.3,111.2,-12.9,0.107,1.47,12.7,0.048,0.118,0.08,8.6,0.412,0.464,0.183,102.03,0.061,890,1.3,3.7,0.357,2011
9954,LeBron James,MIA,79,0.722,38.8,111.5,101.4,10.1,0.343,1.95,21.3,0.029,0.163,0.101,10.9,0.541,0.594,0.307,92.52,0.201,5916,9.6,18.8,0.51,2011
9955,Leandro Barbosa,TOR,58,0.293,24.0,105.3,110.2,-4.8,0.147,1.42,13.0,0.01,0.062,0.036,9.2,0.505,0.539,0.249,95.68,0.093,2774,5.1,11.3,0.45,2011
9956,Leon Powe,MEM,30,0.333,10.9,99.0,110.4,-11.3,0.038,0.58,4.2,0.073,0.138,0.103,7.1,0.496,0.524,0.224,92.71,0.072,631,2.0,4.0,0.496,2011
9957,Lester Hudson,WAS,11,0.273,6.7,82.6,87.0,-4.4,0.447,2.43,34.7,0.012,0.06,0.034,14.3,0.333,0.349,0.195,97.53,0.043,144,0.5,2.2,0.25,2011
9958,Linas Kleiza,TOR,39,0.308,26.5,105.3,108.5,-3.3,0.06,0.62,7.4,0.037,0.147,0.091,12.1,0.486,0.502,0.212,95.4,0.066,2054,4.6,10.4,0.438,2011
9959,Lou Amundson,GSW,46,0.435,15.0,101.2,107.3,-6.1,0.039,0.71,6.5,0.109,0.145,0.127,9.2,0.454,0.452,0.152,96.16,0.056,1383,1.8,4.0,0.454,2011
9960,Lou Williams,PHI,75,0.52,23.3,103.7,101.5,2.2,0.248,2.47,19.4,0.019,0.066,0.043,7.8,0.462,0.54,0.27,94.69,0.122,3455,4.3,10.6,0.406,2011
9961,Luc Mbah a Moute,MIL,79,0.43,26.5,99.6,99.7,-0.2,0.054,0.88,10.4,0.08,0.129,0.103,11.7,0.463,0.518,0.131,90.25,0.076,3910,2.5,5.4,0.463,2011
9962,Luis Scola,HOU,74,0.514,32.6,111.6,107.3,4.3,0.131,1.26,11.6,0.061,0.194,0.127,9.2,0.504,0.538,0.255,96.71,0.125,4868,7.7,15.3,0.504,2011
9963,Luke Babbitt,POR,24,0.458,5.7,88.0,98.3,-10.3,0.077,0.75,8.2,0.036,0.166,0.096,11.0,0.3,0.305,0.202,99.47,0.008,283,0.6,2.3,0.273,2011
9964,Luke Harangody,CLE,49,0.592,13.1,98.6,104.2,-5.6,0.078,1.88,11.4,0.063,0.159,0.111,6.1,0.422,0.444,0.165,95.08,0.069,1267,1.6,4.2,0.383,2011
9965,Luke Ridnour,MIN,71,0.183,30.4,103.6,109.0,-5.4,0.274,2.43,30.1,0.017,0.074,0.045,12.4,0.528,0.567,0.174,98.2,0.104,4414,4.5,9.6,0.468,2011
9966,Luke Walton,LAL,54,0.722,9.0,101.0,97.0,3.9,0.183,2.0,29.0,0.019,0.107,0.067,14.5,0.362,0.378,0.144,93.1,0.049,938,0.7,2.1,0.328,2011
9967,Luol Deng,CHI,82,0.756,39.1,107.0,98.8,8.2,0.119,1.47,13.6,0.037,0.112,0.075,9.2,0.51,0.549,0.205,92.17,0.112,6169,6.5,14.1,0.46,2011
9968,Luther Head,SAC,36,0.222,16.3,100.0,108.8,-8.8,0.194,2.19,24.6,0.027,0.079,0.053,11.3,0.491,0.538,0.161,94.31,0.083,1148,1.9,4.6,0.415,2011
9969,Malik Allen,ORL,18,0.5,9.9,90.5,105.1,-14.6,0.036,1.33,10.3,0.061,0.116,0.086,7.7,0.355,0.361,0.087,94.36,0.004,348,0.6,1.7,0.355,2011
9970,Manny Harris,CLE,54,0.13,17.3,97.1,110.1,-13.0,0.153,1.35,17.7,0.037,0.117,0.075,13.2,0.433,0.486,0.186,94.88,0.073,1846,2.0,5.4,0.374,2011
9971,Manu Ginobili,SAS,80,0.763,30.3,111.8,100.7,11.0,0.249,2.26,22.5,0.019,0.103,0.063,9.9,0.509,0.581,0.248,96.55,0.138,4880,5.5,12.7,0.433,2011
9972,Marc Gasol,MEM,81,0.568,31.9,106.4,103.9,2.6,0.117,1.37,17.2,0.063,0.172,0.117,12.6,0.529,0.58,0.168,92.0,0.112,4962,4.5,8.5,0.527,2011
9973,Marcin Gortat,PHX,80,0.538,25.4,105.7,105.2,0.5,0.057,0.86,8.3,0.076,0.239,0.158,9.6,0.561,0.594,0.173,93.46,0.132,3960,4.2,7.5,0.561,2011
9974,Marco Belinelli,NOH,80,0.55,24.5,106.7,105.0,1.6,0.077,1.19,10.1,0.009,0.077,0.043,8.4,0.534,0.56,0.195,90.78,0.072,3713,3.8,8.6,0.437,2011
9975,Marcus Banks,TOR,3,0.333,7.3,108.7,89.1,19.6,0.188,1.5,27.3,0.0,0.048,0.026,18.2,0.0,0.543,0.148,101.52,0.014,46,0.0,0.7,0.0,2011
9976,Marcus Camby,POR,59,0.542,26.1,106.4,105.1,1.3,0.114,1.95,23.9,0.122,0.313,0.213,12.2,0.398,0.426,0.116,88.16,0.118,2825,2.0,5.0,0.398,2011
9977,Marcus Cousin,UTA,4,0.5,4.6,78.6,119.0,-40.5,0.0,0.0,0.0,0.0,0.188,0.086,25.0,0.667,0.667,0.089,110.09,0.062,42,0.5,0.8,0.667,2011
9978,Marcus Thornton,SAC,73,0.507,24.3,101.3,104.4,-3.1,0.133,1.45,12.1,0.034,0.115,0.074,8.3,0.488,0.525,0.241,95.38,0.113,3523,4.8,11.1,0.434,2011
9979,Mario Chalmers,MIA,70,0.743,22.6,108.8,100.5,8.4,0.172,1.95,26.1,0.008,0.083,0.048,13.4,0.506,0.538,0.146,92.53,0.071,3048,2.2,5.5,0.399,2011
9980,Mario West,NJN,6,0.167,19.3,105.8,105.7,0.2,0.123,5.0,28.6,0.017,0.101,0.053,5.7,0.452,0.474,0.098,93.76,0.05,223,1.5,3.5,0.429,2011
9981,Marquis Daniels,BOS,49,0.755,19.1,98.6,98.4,0.2,0.113,1.68,17.9,0.029,0.102,0.066,10.6,0.5,0.527,0.146,92.62,0.092,1809,2.3,4.7,0.491,2011
9982,Marreese Speights,PHI,64,0.516,11.5,101.4,97.2,4.2,0.069,0.75,7.6,0.094,0.197,0.148,10.1,0.497,0.532,0.222,96.03,0.101,1464,2.3,4.5,0.495,2011
9983,Martell Webster,MIN,46,0.152,23.8,101.6,112.2,-10.5,0.079,0.91,10.5,0.031,0.108,0.068,11.5,0.528,0.575,0.177,97.69,0.078,2220,3.3,7.4,0.447,2011
9984,Marvin Williams,ATL,65,0.523,28.7,104.0,104.7,-0.7,0.076,1.42,11.7,0.04,0.14,0.091,8.2,0.493,0.551,0.17,90.32,0.095,3500,3.8,8.3,0.458,2011
9985,Matt Barnes,LAL,53,0.679,19.2,103.9,102.4,1.5,0.112,1.22,16.1,0.072,0.144,0.109,13.2,0.53,0.569,0.162,93.52,0.097,1983,2.5,5.3,0.47,2011
9986,Matt Bonner,SAS,66,0.727,21.7,111.2,102.4,8.8,0.063,2.22,12.6,0.046,0.127,0.088,5.7,0.605,0.617,0.134,94.02,0.086,2809,2.6,5.6,0.464,2011
9987,Matt Carroll,CHA,54,0.444,10.8,98.3,105.1,-6.8,0.068,1.0,8.7,0.021,0.106,0.062,8.7,0.49,0.53,0.185,93.98,0.081,1146,1.6,3.7,0.447,2011
9988,Maurice Ager,MIN,4,0.25,7.2,91.4,100.0,-8.6,0.063,0.25,6.3,0.0,0.08,0.033,25.0,0.682,0.682,0.208,96.83,0.074,58,1.5,2.8,0.545,2011
9989,Maurice Evans,WAS,73,0.493,21.2,98.3,106.4,-8.2,0.046,1.36,8.5,0.032,0.07,0.05,6.2,0.482,0.513,0.137,95.56,0.052,3077,2.4,5.8,0.417,2011
9990,Mehmet Okur,UTA,13,0.385,13.0,104.9,113.5,-8.7,0.179,2.71,19.8,0.056,0.169,0.105,7.3,0.395,0.452,0.209,94.33,0.071,329,1.7,4.8,0.355,2011
9991,Melvin Ely,DEN,30,0.6,12.2,110.3,108.6,1.7,0.052,1.0,15.7,0.078,0.131,0.105,15.7,0.549,0.573,0.091,96.86,0.044,738,0.9,1.7,0.549,2011
